geneIDs	a_cell	a_donor	geneIDs	b_cell	b_donor	geneIDs	g_cell	g_donor	geneIDs	d_cell	d_donor	geneIDs	acinar_cell	acinar_donor	geneIDs	ductal_cell	ductal_donor	rank	geneIDs	correlation	p-value	adj p-value	RefSeq	RPKM
																		8985	'CEP131'	0.14	2.58E-05	5.53E-04		
																		8986	'DDX60'	0.14	2.59E-05	5.55E-04		
																		8987	'LRRN2'	0.14	2.59E-05	5.55E-04		
																		8988	'DMGDH'	0.14	2.61E-05	5.60E-04		
																		8989	'FAHD2B'	0.14	2.61E-05	5.61E-04		
																		8990	'CUL4A'	0.14	2.62E-05	5.61E-04		
																		8991	'FBXL19-AS1'	0.14	2.62E-05	5.61E-04		
																		8992	'LPP'	0.14	2.62E-05	5.63E-04		
																		8993	'FAM86FP'	0.14	2.62E-05	5.63E-04		
																		8994	'PLN'	0.14	2.63E-05	5.63E-04		
																		8995	'MRPS24'	0.14	2.63E-05	5.63E-04		
																		8996	'SMG1P5'	0.14	2.64E-05	5.67E-04		
																		8997	'LDLRAD1'	0.14	2.65E-05	5.67E-04		
																		8998	'SNX22'	0.14	2.68E-05	5.74E-04		
																		8999	'MIR600HG'	0.14	2.68E-05	5.74E-04		
																		9000	'DYNC2H1'	0.14	2.69E-05	5.76E-04		
																		9001	'BPNT1'	0.14	2.69E-05	5.76E-04		
																		9002	'CEBPG'	0.14	2.70E-05	5.78E-04		
																		9003	'KLHL8'	0.14	2.70E-05	5.78E-04		
																		9004	'KLF5'	0.14	2.70E-05	5.78E-04		
																		9005	'HLA-F-AS1'	0.14	2.70E-05	5.78E-04		
																		9006	'TBC1D24'	0.14	2.70E-05	5.79E-04		
																		9007	'EXOC5'	0.14	2.71E-05	5.79E-04		
																		9008	'INTS12'	0.14	2.71E-05	5.80E-04		
																		9009	'ZNF684'	0.14	2.72E-05	5.83E-04		
																		9010	'PCDHB16'	0.14	2.73E-05	5.83E-04		
																		9011	'SNX30'	0.14	2.74E-05	5.86E-04		
																		9012	'LONP2'	0.14	2.74E-05	5.87E-04		
																		9013	'DNAI1'	0.14	2.74E-05	5.87E-04		
																		9014	'CCPG1'	0.14	2.75E-05	5.88E-04		
																		9015	'MOSPD1'	0.14	2.75E-05	5.88E-04		
																		9016	'RGL4'	0.14	2.75E-05	5.88E-04		
																		9017	'NLRC5'	0.14	2.75E-05	5.89E-04		
																		9018	'HYDIN'	0.14	2.76E-05	5.90E-04		
																		9019	'SCOC-AS1'	0.14	2.76E-05	5.90E-04		
																		9020	'RLN2'	0.14	2.76E-05	5.91E-04		
																		9021	'C1orf127'	0.14	2.77E-05	5.91E-04		
																		9022	'REV3L'	0.14	2.77E-05	5.91E-04		
																		9023	'DPP9-AS1'	0.14	2.78E-05	5.94E-04		
																		9024	'TNS1'	0.14	2.82E-05	6.02E-04		
																		9025	'IGF2.uid_15072'	0.14	2.82E-05	6.03E-04		
																		9026	'CDC27'	0.14	2.83E-05	6.05E-04		
																		9027	'ZFYVE26'	0.14	2.86E-05	6.11E-04		
																		9028	'FAM91A1'	0.14	2.89E-05	6.16E-04		
																		9029	'LINC01144'	0.14	2.91E-05	6.20E-04		
																		9030	'FAM192A'	0.14	2.91E-05	6.22E-04		
																		9031	'ZNF180'	0.14	2.92E-05	6.22E-04		
																		9032	'CBLL1'	0.14	2.92E-05	6.23E-04		
																		9033	'PUS7'	0.14	2.92E-05	6.24E-04		
																		9034	'SERPINI1'	0.14	2.93E-05	6.26E-04		
																		9035	'CFC1'	0.14	2.94E-05	6.27E-04		
																		9036	'C12orf66'	0.14	2.94E-05	6.27E-04		
																		9037	'ARTN'	0.14	2.95E-05	6.29E-04		
																		9038	'TOR1AIP1'	0.14	2.97E-05	6.34E-04		
																		9039	'LOC100996437'	0.14	2.97E-05	6.34E-04		
																		9040	'ARHGEF19'	0.14	2.97E-05	6.34E-04		
																		9041	'DCBLD2'	0.14	2.97E-05	6.34E-04		
																		9042	'KTN1-AS1'	0.14	2.97E-05	6.34E-04		
																		9043	'MRPL35'	0.14	2.98E-05	6.35E-04		
																		9044	'DPY19L3'	0.14	2.98E-05	6.35E-04		
																		9045	'STT3B'	0.14	3.01E-05	6.41E-04		
																		9046	'PUF60'	0.14	3.01E-05	6.41E-04		
																		9047	'FJX1'	0.14	3.01E-05	6.42E-04		
																		9048	'JMJD7'	0.14	3.01E-05	6.42E-04		
																		9049	'CHTF18'	0.14	3.02E-05	6.44E-04		
																		9050	'ADPRH'	0.14	3.04E-05	6.47E-04		
																		9051	'KIAA0922'	0.14	3.04E-05	6.48E-04		
																		9052	'ICE2'	0.14	3.04E-05	6.48E-04		
																		9053	'ANKRD44'	0.14	3.07E-05	6.55E-04		
																		9054	'ZUFSP'	0.14	3.08E-05	6.57E-04		
																		9055	'TNFSF4'	0.14	3.09E-05	6.57E-04		
																		9056	'MTFR1L'	0.14	3.09E-05	6.57E-04		
																		9057	'YJEFN3'	0.14	3.10E-05	6.60E-04		
																		9058	'ZFP30'	0.14	3.11E-05	6.62E-04		
																		9059	'MRPS11'	0.14	3.13E-05	6.66E-04		
																		9060	'ABCC4'	0.14	3.13E-05	6.67E-04		
																		9061	'DLG5-AS1'	0.14	3.14E-05	6.67E-04		
																		9062	'XKR6'	0.14	3.14E-05	6.68E-04		
																		9063	'RFC2'	0.14	3.15E-05	6.69E-04		
																		9064	'LSM1'	0.14	3.15E-05	6.69E-04		
																		9065	'OPRL1'	0.14	3.15E-05	6.70E-04		
																		9066	'ADM'	0.14	3.16E-05	6.71E-04		
																		9067	'ANKRD13B'	0.14	3.16E-05	6.73E-04		
																		9068	'GPR19'	0.14	3.17E-05	6.73E-04		
																		9069	'PPID'	0.14	3.17E-05	6.74E-04		
																		9070	'LOC388849'	0.14	3.18E-05	6.75E-04		
																		9071	'ZMYM6'	0.14	3.19E-05	6.78E-04		
																		9072	'MIA3'	0.14	3.20E-05	6.79E-04		
																		9073	'TTLL9'	0.14	3.20E-05	6.81E-04		
																		9074	'LOC100130705'	0.14	3.20E-05	6.81E-04		
																		9075	'LOC101928812'	0.14	3.22E-05	6.83E-04		
																		9076	'ABHD2'	0.14	3.23E-05	6.85E-04		
																		9077	'PPP1R12A'	0.14	3.23E-05	6.85E-04		
																		9078	'TIMELESS'	0.14	3.23E-05	6.87E-04		
																		9079	'GALNT7'	0.14	3.23E-05	6.87E-04		
																		9080	'PCDHGA6'	0.14	3.24E-05	6.87E-04		
																		9081	'C1orf198'	0.14	3.24E-05	6.88E-04		
																		9082	'C11orf48'	0.14	3.25E-05	6.91E-04		
																		9083	'PIK3R1'	0.14	3.26E-05	6.91E-04		
																		9084	'TMEM209'	0.14	3.27E-05	6.94E-04		
																		9085	'RNF169'	0.14	3.27E-05	6.94E-04		
																		9086	'PNPT1'	0.14	3.28E-05	6.96E-04		
																		9087	'SP100'	0.14	3.28E-05	6.96E-04		
																		9088	'RAI14'	0.14	3.29E-05	6.97E-04		
																		9089	'RORB'	0.14	3.29E-05	6.98E-04		
																		9090	'PET112'	0.14	3.30E-05	6.99E-04		
																		9091	'GPSM2'	0.14	3.31E-05	7.01E-04		
																		9092	'GSR'	0.14	3.32E-05	7.05E-04		
																		9093	'SNX16'	0.14	3.32E-05	7.05E-04		
																		9094	'PCDHB14'	0.14	3.33E-05	7.05E-04		
																		9095	'RAB8A'	0.14	3.34E-05	7.08E-04		
																		9096	'LOC101927599'	0.14	3.37E-05	7.15E-04		
																		9097	'GALNT10'	0.14	3.38E-05	7.17E-04		
																		9098	'GPR125'	0.14	3.39E-05	7.19E-04		
																		9099	'YPEL1'	0.14	3.39E-05	7.19E-04		
																		9100	'ZSWIM6'	0.14	3.41E-05	7.21E-04		
																		9101	'CCDC174'	0.14	3.41E-05	7.22E-04		
																		9102	'CNTNAP1'	0.14	3.42E-05	7.24E-04		
																		9103	'CWC22'	0.14	3.43E-05	7.26E-04		
																		9104	'BCDIN3D-AS1'	0.14	3.43E-05	7.26E-04		
																		9105	'SGCZ'	0.14	3.43E-05	7.26E-04		
																		9106	'GPCPD1'	0.14	3.44E-05	7.28E-04		
																		9107	'ASH1L'	0.14	3.44E-05	7.29E-04		
																		9108	'FGF11'	0.14	3.45E-05	7.31E-04		
																		9109	'ZNF700'	0.14	3.49E-05	7.39E-04		
																		9110	'MLPH'	0.14	3.50E-05	7.40E-04		
																		9111	'UTS2'	0.14	3.53E-05	7.46E-04		
																		9112	'ZNF674-AS1'	0.14	3.53E-05	7.48E-04		
																		9113	'UNC5B'	0.14	3.54E-05	7.49E-04		
																		9114	'SNORD32A'	0.14	3.54E-05	7.50E-04		
																		9115	'SH3BGRL2'	0.14	3.58E-05	7.58E-04		
																		9116	'FAM32A'	0.14	3.58E-05	7.58E-04		
																		9117	'SS18L1'	0.14	3.58E-05	7.58E-04		
																		9118	'VAMP5'	0.14	3.60E-05	7.61E-04		
																		9119	'LOC101927587'	0.14	3.61E-05	7.64E-04		
																		9120	'BMS1P4'	0.14	3.62E-05	7.65E-04		
																		9121	'SLC1A1'	0.14	3.62E-05	7.66E-04		
																		9122	'CCDC74B'	0.14	3.62E-05	7.66E-04		
																		9123	'CHADL'	0.14	3.63E-05	7.66E-04		
																		9124	'DNAH1'	0.14	3.65E-05	7.71E-04		
																		9125	'DNAJC9'	0.14	3.66E-05	7.73E-04		
																		9126	'PARP1'	0.14	3.66E-05	7.74E-04		
																		9127	'LOC642361'	0.14	3.67E-05	7.76E-04		
																		9128	'RABGGTB'	0.14	3.68E-05	7.77E-04		
																		9129	'RPS6KA3'	0.14	3.68E-05	7.77E-04		
																		9130	'TNNC1'	0.14	3.68E-05	7.78E-04		
																		9131	'ENTPD7'	0.14	3.68E-05	7.78E-04		
																		9132	'TDRD7'	0.14	3.69E-05	7.79E-04		
																		9133	'C5orf45'	0.14	3.70E-05	7.82E-04		
																		9134	'MYH10'	0.14	3.72E-05	7.85E-04		
																		9135	'ARHGAP29'	0.14	3.74E-05	7.88E-04		
																		9136	'LRTOMT'	0.14	3.77E-05	7.95E-04		
																		9137	'PEX19'	0.14	3.78E-05	7.98E-04		
																		9138	'FECH'	0.14	3.79E-05	8.00E-04		
																		9139	'FEZ2'	0.14	3.81E-05	8.03E-04		
																		9140	'LOC646762'	0.14	3.82E-05	8.05E-04		
																		9141	'H2AFY'	0.14	3.82E-05	8.06E-04		
																		9142	'SEC22A'	0.14	3.83E-05	8.08E-04		
																		9143	'LOC100507373'	0.14	3.83E-05	8.09E-04		
																		9144	'SP4'	0.14	3.86E-05	8.13E-04		
																		9145	'NFYC-AS1'	0.14	3.86E-05	8.13E-04		
																		9146	'MCMDC2'	0.14	3.87E-05	8.17E-04		
																		9147	'KIAA1143'	0.14	3.88E-05	8.17E-04		
																		9148	'ERC2'	0.14	3.89E-05	8.21E-04		
																		9149	'ATG14'	0.14	3.92E-05	8.26E-04		
																		9150	'FBLL1'	0.14	3.93E-05	8.29E-04		
																		9151	'INIP'	0.14	3.94E-05	8.31E-04		
																		9152	'PROB1'	0.14	3.98E-05	8.38E-04		
																		9153	'TTBK1'	0.14	3.98E-05	8.39E-04		
																		9154	'RARS2'	0.14	3.98E-05	8.39E-04		
																		9155	'FGFRL1'	0.14	3.99E-05	8.39E-04		
																		9156	'AKR7A3'	0.14	3.99E-05	8.41E-04		
																		9157	'ST20'	0.14	4.01E-05	8.45E-04		
																		9158	'MYL7'	0.14	4.03E-05	8.48E-04		
																		9159	'LINC00839'	0.14	4.05E-05	8.53E-04		
																		9160	'PRSS27'	0.14	4.06E-05	8.54E-04		
																		9161	'LOC100130950'	0.14	4.06E-05	8.54E-04		
																		9162	'CHAC2'	0.14	4.07E-05	8.56E-04		
																		9163	'PPP1R8'	0.14	4.10E-05	8.63E-04		
																		9164	'DBR1'	0.14	4.11E-05	8.65E-04		
																		9165	'BICC1'	0.14	4.12E-05	8.66E-04		
																		9166	'TMEM165'	0.14	4.13E-05	8.68E-04		
																		9167	'KDELR3'	0.14	4.13E-05	8.68E-04		
																		9168	'NRIP2'	0.14	4.14E-05	8.70E-04		
																		9169	'PSPH'	0.14	4.14E-05	8.70E-04		
																		9170	'LGALS8-AS1'	0.14	4.15E-05	8.73E-04		
																		9171	'LARGE'	0.14	4.16E-05	8.75E-04		
																		9172	'RNMT'	0.14	4.17E-05	8.77E-04		
																		9173	'TUB'	0.14	4.18E-05	8.78E-04		
																		9174	'EP300-AS1'	0.14	4.18E-05	8.79E-04		
																		9175	'WIPI1'	0.14	4.20E-05	8.83E-04		
																		9176	'CEP70'	0.14	4.21E-05	8.85E-04		
																		9177	'B3GNT3'	0.14	4.22E-05	8.87E-04		
																		9178	'PITPNM3'	0.14	4.25E-05	8.92E-04		
																		9179	'PTGR1'	0.14	4.25E-05	8.93E-04		
																		9180	'OSBPL6'	0.14	4.25E-05	8.93E-04		
																		9181	'CCDC117'	0.14	4.27E-05	8.97E-04		
																		9182	'PDS5A'	0.14	4.27E-05	8.97E-04		
																		9183	'TSHZ2'	0.14	4.28E-05	8.98E-04		
																		9184	'ZNF382'	0.14	4.30E-05	9.04E-04		
																		9185	'RARA-AS1'	0.14	4.31E-05	9.05E-04		
																		9186	'TCFL5'	0.14	4.31E-05	9.05E-04		
																		9187	'KANK2'	0.14	4.31E-05	9.05E-04		
																		9188	'LOC401242'	0.14	4.32E-05	9.06E-04		
																		9189	'RNF113A'	0.14	4.32E-05	9.06E-04		
																		9190	'NR0B2'	0.14	4.35E-05	9.13E-04		
																		9191	'ETV3'	0.14	4.39E-05	9.21E-04		
																		9192	'USP47'	0.14	4.40E-05	9.22E-04		
																		9193	'PARD6G'	0.14	4.40E-05	9.23E-04		
																		9194	'TTC23'	0.14	4.42E-05	9.27E-04		
																		9195	'LINS'	0.14	4.44E-05	9.30E-04		
																		9196	'PPM1A'	0.14	4.45E-05	9.34E-04		
																		9197	'C12orf5'	0.14	4.46E-05	9.35E-04		
																		9198	'C7orf60'	0.14	4.46E-05	9.35E-04		
																		9199	'PPP4R4'	0.14	4.49E-05	9.41E-04		
																		9200	'DPF1'	0.14	4.53E-05	9.49E-04		
																		9201	'RAB3IP'	0.14	4.54E-05	9.51E-04		
																		9202	'ARFGAP3'	0.14	4.56E-05	9.55E-04		
																		9203	'KHK'	0.14	4.57E-05	9.57E-04		
																		9204	'RFC3'	0.14	4.59E-05	9.62E-04		
																		9205	'METTL18'	0.14	4.60E-05	9.63E-04		
																		9206	'WDR33'	0.14	4.61E-05	9.65E-04		
																		9207	'SDHAP3'	0.14	4.61E-05	9.65E-04		
																		9208	'FRAT2'	0.14	4.62E-05	9.68E-04		
																		9209	'NHP2'	0.14	4.65E-05	9.73E-04		
																		9210	'FBXO4'	0.14	4.67E-05	9.77E-04		
																		9211	'CDK11B'	0.14	4.67E-05	9.78E-04		
																		9212	'KCNK6'	0.14	4.75E-05	9.94E-04		
																		9213	'SCNN1A'	0.14	4.77E-05	9.99E-04		
																		9214	'LOC653602'	0.14	4.80E-05	1.00E-03		
																		9215	'MAML2'	0.14	4.87E-05	1.02E-03		
																		9216	'GPR112'	0.14	4.88E-05	1.02E-03		
																		9217	'GSTT1'	0.14	4.91E-05	1.03E-03		
																		9218	'LRRC48'	0.14	4.92E-05	1.03E-03		
																		9219	'SLC16A5'	0.14	4.93E-05	1.03E-03		
																		9220	'TRUB1'	0.14	4.95E-05	1.04E-03		
																		9221	'TEC'	0.14	4.96E-05	1.04E-03		
																		9222	'EIF4H'	0.14	4.98E-05	1.04E-03		
																		9223	'OXCT2'	0.14	4.99E-05	1.04E-03		
																		9224	'LOC100507002'	0.14	5.01E-05	1.05E-03		
																		9225	'LOC100506730'	0.14	5.02E-05	1.05E-03		
																		9226	'ANKRD17'	0.14	5.02E-05	1.05E-03		
																		9227	'ROBO3'	0.14	5.04E-05	1.05E-03		
																		9228	'UTP20'	0.14	5.05E-05	1.06E-03		
																		9229	'TNRC6C'	0.14	5.05E-05	1.06E-03		
																		9230	'SNX25'	0.14	5.06E-05	1.06E-03		
																		9231	'DHX9'	0.14	5.06E-05	1.06E-03		
																		9232	'MANEA-AS1'	0.14	5.09E-05	1.06E-03		
																		9233	'RNF213'	0.14	5.09E-05	1.06E-03		
																		9234	'MAOB'	0.14	5.09E-05	1.06E-03		
																		9235	'QRSL1'	0.14	5.09E-05	1.06E-03		
																		9236	'ACADSB'	0.14	5.10E-05	1.06E-03		
																		9237	'DDN'	0.14	5.13E-05	1.07E-03		
																		9238	'CAMLG'	0.14	5.13E-05	1.07E-03		
																		9239	'MDH1B'	0.14	5.14E-05	1.07E-03		
																		9240	'NOL4L'	0.14	5.21E-05	1.09E-03		
																		9241	'MTERFD2'	0.14	5.21E-05	1.09E-03		
																		9242	'PLEKHM1'	0.14	5.21E-05	1.09E-03		
																		9243	'HCG27'	0.14	5.24E-05	1.09E-03		
																		9244	'BTN3A2'	0.14	5.25E-05	1.09E-03		
																		9245	'HIVEP1'	0.14	5.25E-05	1.10E-03		
																		9246	'PTGES3L'	0.14	5.27E-05	1.10E-03		
																		9247	'WDR5B'	0.14	5.28E-05	1.10E-03		
																		9248	'ZNF137P'	0.14	5.31E-05	1.11E-03		
																		9249	'C10orf54'	0.14	5.31E-05	1.11E-03		
																		9250	'FAM86JP'	0.14	5.32E-05	1.11E-03		
																		9251	'ACAP2'	0.14	5.33E-05	1.11E-03		
																		9252	'TTC23L'	0.14	5.36E-05	1.12E-03		
																		9253	'NFIA'	0.14	5.36E-05	1.12E-03		
																		9254	'FFAR2'	0.14	5.37E-05	1.12E-03		
																		9255	'ZNF254'	0.14	5.39E-05	1.12E-03		
																		9256	'KMT2C'	0.14	5.43E-05	1.13E-03		
																		9257	'FOSB'	0.14	5.43E-05	1.13E-03		
																		9258	'MIR4750'	0.14	5.44E-05	1.13E-03		
																		9259	'LNX1'	0.14	5.44E-05	1.13E-03		
																		9260	'EFNA4'	0.14	5.45E-05	1.13E-03		
																		9261	'LOC101927027'	0.14	5.46E-05	1.14E-03		
																		9262	'TMA7'	0.14	5.46E-05	1.14E-03		
																		9263	'SYT4'	0.14	5.47E-05	1.14E-03		
																		9264	'FCGBP'	0.14	5.50E-05	1.14E-03		
																		9265	'GS1-259H13.2'	0.14	5.51E-05	1.15E-03		
																		9266	'ATF6'	0.14	5.51E-05	1.15E-03		
																		9267	'HMGB2'	0.14	5.53E-05	1.15E-03		
																		9268	'RFX7'	0.14	5.54E-05	1.15E-03		
																		9269	'RALYL'	0.14	5.54E-05	1.15E-03		
																		9270	'FAM110C'	0.14	5.56E-05	1.16E-03		
																		9271	'RPS18P9'	0.14	5.58E-05	1.16E-03		
																		9272	'RWDD2B'	0.14	5.58E-05	1.16E-03		
																		9273	'DEGS2'	0.14	5.59E-05	1.16E-03		
																		9274	'ZNF75A'	0.14	5.59E-05	1.16E-03		
																		9275	'SPECC1'	0.14	5.59E-05	1.16E-03		
																		9276	'LINC00654'	0.14	5.65E-05	1.17E-03		
																		9277	'CSTF2'	0.14	5.68E-05	1.18E-03		
																		9278	'DEDD'	0.14	5.69E-05	1.18E-03		
																		9279	'EYS'	0.14	5.70E-05	1.18E-03		
																		9280	'ZNF485'	0.14	5.70E-05	1.18E-03		
																		9281	'HAP1'	0.14	5.72E-05	1.19E-03		
																		9282	'DDX52'	0.14	5.72E-05	1.19E-03		
																		9283	'MANF'	0.14	5.76E-05	1.20E-03		
																		9284	'GLIDR'	0.14	5.77E-05	1.20E-03		
																		9285	'UPRT'	0.14	5.79E-05	1.20E-03		
																		9286	'C1orf123'	0.14	5.79E-05	1.20E-03		
																		9287	'ADI1'	0.14	5.82E-05	1.21E-03		
																		9288	'ZNF329'	0.14	5.87E-05	1.22E-03		
																		9289	'METTL5'	0.14	5.87E-05	1.22E-03		
																		9290	'RHOQ'	0.14	5.90E-05	1.22E-03		
																		9291	'FZD6'	0.14	5.91E-05	1.23E-03		
																		9292	'SGK3.uid_10450'	0.14	5.92E-05	1.23E-03		
																		9293	'RFX6'	0.14	5.93E-05	1.23E-03		
																		9294	'GTPBP4'	0.14	5.95E-05	1.23E-03		
																		9295	'KISS1R'	0.14	5.95E-05	1.23E-03		
																		9296	'ENAH'	0.14	5.97E-05	1.24E-03		
																		9297	'MIR4641'	0.14	5.97E-05	1.24E-03		
																		9298	'ZNF451'	0.14	5.98E-05	1.24E-03		
																		9299	'TMEM220-AS1'	0.14	5.99E-05	1.24E-03		
																		9300	'VPS25'	0.14	6.03E-05	1.25E-03		
																		9301	'TMEM194A'	0.14	6.05E-05	1.25E-03		
																		9302	'PMPCB'	0.14	6.12E-05	1.27E-03		
																		9303	'DDX19B'	0.14	6.12E-05	1.27E-03		
																		9304	'RMND1'	0.14	6.12E-05	1.27E-03		
																		9305	'GNG12'	0.14	6.14E-05	1.27E-03		
																		9306	'NAF1'	0.14	6.14E-05	1.27E-03		
																		9307	'ACTR3C'	0.14	6.17E-05	1.28E-03		
																		9308	'ZNF185'	0.14	6.19E-05	1.28E-03		
																		9309	'ACSL1'	0.14	6.22E-05	1.29E-03		
																		9310	'BMP8A'	0.14	6.25E-05	1.29E-03		
																		9311	'XPOT'	0.14	6.27E-05	1.30E-03		
																		9312	'POU6F2-AS1'	0.14	6.27E-05	1.30E-03		
																		9313	'GCSHP3'	0.14	6.28E-05	1.30E-03		
																		9314	'STKLD1'	0.14	6.29E-05	1.30E-03		
																		9315	'PRRC2C'	0.14	6.31E-05	1.30E-03		
																		9316	'GPC2'	0.14	6.34E-05	1.31E-03		
																		9317	'BAMBI'	0.14	6.35E-05	1.31E-03		
																		9318	'ZNF227'	0.14	6.36E-05	1.31E-03		
																		9319	'DHRS4L1'	0.14	6.37E-05	1.32E-03		
																		9320	'PELI2'	0.14	6.40E-05	1.32E-03		
																		9321	'IGLL3P'	0.14	6.41E-05	1.33E-03		
																		9322	'CHRNE'	0.14	6.48E-05	1.34E-03		
																		9323	'C9orf163'	0.14	6.48E-05	1.34E-03		
																		9324	'RP9'	0.14	6.49E-05	1.34E-03		
																		9325	'TTN-AS1'	0.14	6.50E-05	1.34E-03		
																		9326	'SPHKAP'	0.14	6.51E-05	1.34E-03		
																		9327	'CDX2'	0.14	6.51E-05	1.35E-03		
																		9328	'GTF3A'	0.14	6.52E-05	1.35E-03		
																		9329	'ZBTB41'	0.14	6.56E-05	1.36E-03		
																		9330	'DDX21'	0.14	6.60E-05	1.36E-03		
